282685,282581,282685,282368,281863,281921
282686,282747,282686,283453,282051,281921
282681,281872,281871,281874,281873,281870
282695,282695,282235,282234,283460,282246
282689,282689,281901,282691,283251,283439
282691,282691,282689,283086,281869,282412
282700,282699,281925,281926,283462,281863
282701,283524,281919,281926,283087,282411
282702,282189,281901,283527,283525,283520
282703,281887,283525,283526,281863,281921
282699,282699,281876,282513,282700,282924
282711,282410,281872,281863,281925,282368
282704,281863,282704,283268,283087,283462
282717,282018,283142,281926,282945,283458
282718,0,0,0,0,0
282719,281875,282719,282720,281863,281872
282712,282558,281919,283460,281924,282368
282715,282717,282368,282496,283521,283522
282724,282724,283256,281869,282723,281871
282720,283086,281902,283062,281873,282719
282721,282721,282722,282144,281990,283526
282722,282721,282722,281923,281921,281869
282723,282723,282142,282724,281869,281870
282750,282750,282751,283533,282004,283464
282751,282750,282751,281926,281924,281863
282744,282744,282746,283342,281875,282410
282746,0,0,0,0,0
282747,0,0,0,0,0
282762,283447,282409,282410,283538,281870
282763,282412,283029,281871,282509,283522
282789,0,0,0,0,0
282790,282790,281899,282789,283269,283526
282792,281873,281871,282200,281863,283439
282794,282794,282876,282021,283448,282368
282870,282367,282871,283428,282870,282171
282871,282701,283447,282794,281926,283526
282876,282367,282876,282021,283447,282020
282877,281885,283086,282368,283143,282242
282878,282878,283086,281885,282691,282497
282872,0,0,0,0,0
281863,281863,283529,283427,281873,283448
281869,282411,281870,282173,283439,281875
281870,281870,281869,282924,282411,283151
281871,281871,282409,282410,281872,283537
281864,281863,283537,283529,281864,281921
281876,281876,281869,282982,282173,283033
281877,281877,283262,282924,283448,283533
281872,281872,281871,282409,283513,281864
281873,281873,282923,281871,283087,281911
281874,281874,281873,281871,281869,282509
281875,281875,282001,282168,282919,281869
281885,281875,281870,283087,283320,283086
281886,282699,283249,282924,281871,282411
281887,281887,281890,281889,282925,283257
282905,282905,282906,282050,281986,281870
282906,282906,282905,283087,281870,282050
281892,281892,282411,283438,282927,281887
281893,281893,281894,281876,282006,282008
282917,282917,282918,282750,282751,281869
281894,281894,282925,281924,282926,281925
282918,281874,282917,282509,282276,282923
282919,281875,282681,283526,281990,282497
281888,281888,281887,282946,281901,281869
281889,282924,281871,281890,282410,283458
281890,281890,281889,282585,282051,282050
281891,282006,281916,281889,282927,281915
282924,282924,283249,281872,282185,281890
281900,281899,281900,281901,281871,282252
281901,281901,281902,283260,283251,283437
282925,282925,282926,281979,281893,281888
282926,282926,282925,281894,281889,283489
281902,281902,281901,281900,283260,283087
282927,0,0,0,0,0
282920,0,0,0,0,0
281899,281899,281901,281902,283320,281990
282923,282923,281869,281871,283086,282368
281909,283514,281872,283086,281963,281909
281910,281910,281909,282144,283513,282168
281911,281919,281871,281874,281885,281863
281916,281915,283448,281916,281864,281986
281917,281917,283462,281892,281902,282509
281918,281918,283437,281920,283462,282271
281919,281919,283448,283501,282014,281873
281912,281912,281871,282051,282512,282006
281913,281978,282410,281873,283447,281863
281914,282012,281871,283151,282006,281872
281915,283260,281915,281914,281916,281888
281924,281924,281923,283256,281979,283258
281925,281925,281926,283257,281901,282945
281926,281926,281925,283462,283458,281863
281920,281920,283500,281889,283447,281923
282944,0,0,0,0,0
282945,282945,282946,283427,283515,282367
281921,281921,283502,281919,282164,283500
281922,282173,281890,281875,281924,281876
282946,281986,283427,281984,283515,282368
281923,281923,283256,283255,283521,282368
282981,281875,281876,283527,283525,281863
282982,282982,282981,283151,282252,281870
281964,281963,281964,282691,282497,282701
281965,0,0,0,0,0
281967,281967,282497,281963,281990,283526
281963,281963,283251,281901,281887,282185
282996,283053,282996,283538,283526,282220
281972,282169,281972,281887,283447,282164
281973,283087,281973,281902,281965,282234
281974,281974,283260,281984,282246,281921
281975,281901,283454,281869,282368,283533
281968,281968,281967,282051,283529,283514
281969,281969,281980,283458,283087,281863
281970,281970,281973,281875,281873,281871
282995,281863,282995,283251,283440,282051
281971,0,0,0,0,0
281980,281980,281981,283447,281901,281977
281981,282210,281977,282497,283087,281874
281982,281982,281980,281870,281869,281998
281976,281901,283269,281986,282242,281869
281977,283525,283526,283447,283439,281984
281978,283447,281873,282750,282367,283427
281979,0,0,0,0,0
281988,0,0,0,0,0
281989,281989,282207,282012,283526,283525
281990,281990,281988,281902,281901,281973
281991,281991,281924,281975,283257,283525
281984,281984,282246,281869,281921,282945
281985,281982,281985,283521,281869,283532
281986,281984,282210,281873,281874,283087
281998,281998,281999,282022,283447,283448
281999,281999,281998,283447,282021,283086
283023,283453,282271,283438,283151,282050
281992,282014,281992,282012,281980,282196
281993,0,0,0,0,0
281994,281994,283087,281863,282246,281984
283019,282554,282711,283261,282004,282513
281995,281994,281995,282702,283447,283151
282004,283498,282004,283500,281926,283142
283028,0,0,0,0,0
283029,283030,283029,282412,282509,282252
282005,0,0,0,0,0
282006,282006,283464,281891,281916,281915
283030,283030,283027,283537,282508,283522
282007,282007,283464,283526,281926,281863
282000,282164,282162,282367,281886,282368
282001,0,0,0,0,0
283025,283025,283027,283526,282160,281873
282002,282002,283253,283254,282004,281863
282003,0,0,0,0,0
283027,283029,281875,283269,282245,281921
282012,282012,282014,283439,281919,283466
282013,281901,281913,281870,282945,283520
282014,282014,282016,283510,283513,283509
282008,283464,283458,283086,283521,281876
283033,283427,281973,283269,281921,283462
282009,283087,283086,283447,282009,283448
283034,283033,282273,283454,283447,281980
282010,282010,283522,282013,283521,282242
282011,282011,283451,282412,281870,283027
282020,282020,282018,282876,283447,281892
282021,283257,283448,283086,283256,282437
282022,283447,282020,281870,282509,281871
282023,282023,281998,282273,282021,281999
283047,283047,283526,282509,281869,283151
282016,282014,283513,283527,283269,281984
282018,281885,281982,283151,283427,282556
283053,283053,283086,283537,282410,282701
283055,283055,283087,283086,282234,283525
282024,282024,281998,283249,283047,282242
283049,0,0,0,0,0
282025,282025,283249,281926,282026,281925
282026,282051,282024,283515,283526,281901
282027,282027,282026,283462,283269,281863
283060,0,0,0,0,0
283062,283062,281870,281869,282412,281910
283063,0,0,0,0,0
283056,283056,282982,282981,282870,282000
282052,282052,282053,281889,281926,282497
282053,0,0,0,0,0
282050,282050,282051,283526,283515,283516
282051,282051,283462,283525,283515,283151
283086,283086,283087,283251,283447,283260
283087,283087,282234,283447,283249,283262
282065,0,0,0,0,0
282066,0,0,0,0,0
282110,282110,282066,282367,283086,282252
282111,282110,282111,281924,282368,281925
283142,0,0,0,0,0
283143,283143,282368,282367,283428,283087
283151,283151,282924,281873,283152,283538
283152,283152,283151,282923,281991,283526
282142,282142,282723,283526,283087,283521
282143,0,0,0,0,0
282144,282719,283514,283513,281891,282051
282158,281875,283320,281863,283526,282050
282159,0,0,0,0,0
282164,282164,282168,282000,281870,281923
282166,282166,283062,281869,281874,281871
282167,282166,281872,281870,281869,283346
282160,282160,282024,282025,283249,283526
282162,0,0,0,0,0
282173,282168,281924,281869,282411,283262
282174,282410,282244,283269,283527,281863
282168,281885,282981,281920,282496,281923
282169,282169,283447,282164,283448,281885
282171,281873,283151,283152,281886,283531
282183,283269,281923,281921,282245,281871
282189,282189,282701,281986,283269,282242
282184,282184,282183,283531,283087,281875
282185,283086,283251,283053,281871,281870
282186,283086,283249,282254,283521,281998
283210,281873,281871,281874,283210,282409
283211,0,0,0,0,0
282187,283514,281999,283086,281863,281926
282196,282509,282196,282410,281872,281911
282198,281969,283260,283086,282210,283498
283223,282169,283223,282168,283224,282164
282192,282870,282192,281873,283526,283525
282194,0,0,0,0,0
282204,0,0,0,0,0
282205,0,0,0,0,0
282207,283087,282207,283151,282018,281988
283224,283224,283223,283238,283488,282183
282200,282004,283254,283520,281863,282508
282201,0,0,0,0,0
282202,282202,282230,281902,282242,281986
282212,0,0,0,0,0
283237,282925,283223,283151,281894,283522
282213,0,0,0,0,0
283238,283238,283526,283537,282723,281872
282209,0,0,0,0,0
282210,282210,281901,281977,281863,281926
282220,282220,283509,281901,283501,281916
282216,281918,283447,283086,281901,281977
