263189,263189,263190,263214,263884,263894
263190,263190,263884,263980,263202,263200
263191,263192,263191,263786,263370,263804
263196,263196,263195,263379,263244,263880
263197,263195,263805,263196,263198,263331
263198,263914,263807,263332,263967,263894
263192,263192,263531,263980,263370,263803
263193,263194,263907,263312,263770,263772
263194,263194,263193,263192,263191,263787
263195,263191,263378,263880,263192,263370
263204,263235,263284,263234,263770,263202
263205,263205,263203,263191,263786,263202
263206,263770,263906,263189,263905,263895
263207,263207,263206,263786,263773,263787
263200,263829,263200,263190,263828,263201
263712,263828,263831,263393,263829,263906
263201,263201,263200,263739,263371,263189
263713,263220,263752,263831,263393,263806
263202,263200,263190,263884,263786,263894
263203,263786,263210,263190,263787,263234
263212,263212,263213,263773,263899,263898
263213,263212,263213,263210,263211,263752
263214,263189,263371,263200,263895,263885
263215,0,0,0,0,0
263208,263208,263212,263213,263206,263752
263209,263370,263206,263770,263773,263234
263210,263210,263896,263211,263209,263897
263211,263235,263210,263206,263771,263887
263220,263223,263806,263366,263807,263191
263221,263221,263220,263340,263343,263807
263222,263222,263223,263189,263754,263190
263223,263223,263222,263190,263883,263778
263216,263216,263217,263787,263774,263800
263217,263388,263370,263674,263219,263829
263218,263219,263274,263217,263277,263216
263219,263219,263218,263807,263235,263884
263228,263833,263229,263218,263219,263228
263229,263229,263829,263828,263228,263312
263738,263738,263370,263895,263371,263880
263739,263371,263739,263904,263214,263191
263748,263312,263235,263784,263750,263869
263749,263749,263748,263212,263754,263312
263750,263898,263899,263829,263189,263190
263238,263238,263239,263334,263774,263772
263239,263368,263239,263190,263189,263313
263751,263751,263750,263273,263771,263898
263234,263234,263235,263755,263547,263750
263746,263746,263313,263312,263388,263790
263235,263772,263234,263773,263897,263547
263747,263973,263301,263298,263828,263829
263756,263757,263756,263749,263786,263189
263244,263974,263971,263192,263801,263830
263757,263757,263211,263235,263754,263234
263245,0,0,0,0,0
263246,263392,263191,263312,263313,263198
263247,263247,263246,263835,263198,263340
263752,263752,263212,263748,263907,263828
263753,263828,263898,263371,263212,263786
263754,263754,263235,263547,263752,263393
263755,263340,263590,263906,263612,263754
263772,263235,263773,263897,263234,263771
263773,263773,263772,263234,263898,263206
263774,263774,263775,263191,263190,263196
263775,263770,263775,263773,263906,263772
263768,263768,263313,263769,263312,263786
263769,263786,263787,263807,263784,263806
263770,263770,263193,263194,263772,263906
263771,263771,263770,263389,263370,263217
263780,263219,263750,263238,263239,263234
263268,263235,263828,263749,263211,263212
263269,263190,263269,263749,263189,263202
263781,263203,263390,263896,263211,263234
263270,263757,263270,263371,263756,263235
263271,0,0,0,0,0
263776,263223,263777,263211,263234,263209
263777,263775,263223,263754,263235,263370
263778,263778,263391,263781,263776,263390
263779,263882,263779,263778,263739,263222
263276,263980,263277,263194,263219,263193
263788,263300,263788,263787,263790,263190
263789,263789,263584,263788,263787,263786
263277,263277,263274,263531,263192,263190
263790,263790,263791,263193,263787,263884
263278,263752,263828,263831,263830,263190
263791,263791,263790,263388,263313,263218
263279,0,0,0,0,0
263784,263784,263313,263786,263866,263867
263272,263371,263466,263883,263882,263370
263273,263828,263829,263898,263749,263299
263785,0,0,0,0,0
263786,263786,263787,263887,263191,263202
263274,263277,263746,263786,263313,263828
263787,263787,263786,263371,263886,263370
263275,263275,263607,263770,263206,263393
263284,263206,263192,263191,263830,263829
263285,263770,263285,263288,263197,263746
263280,263787,263886,263312,263829,263753
263281,0,0,0,0,0
263282,263283,263189,263191,263312,263313
263283,263283,263282,263886,263772,263770
263292,263786,263895,263202,263894,263189
263804,263804,263805,263378,263370,263312
263805,263197,263378,263371,263330,263802
263293,0,0,0,0,0
263294,263786,263190,263294,263292,263189
263806,263806,263807,263612,263467,263218
263807,263807,263806,263894,263805,263738
263295,263189,263191,263235,263771,263770
263800,263800,263801,263738,263894,263342
263288,263288,263370,263772,263896,263787
263801,263801,263800,263979,263914,263194
263802,263802,263803,263343,263192,263196
263290,263739,263290,263786,263884,263202
263803,263802,263191,263192,263880,263881
263291,263312,263313,263787,263191,263190
263300,263776,263787,263219,263786,263218
263301,263301,263787,263786,263973,263223
263296,263222,263198,263370,263190,263189
263297,0,0,0,0,0
263298,0,0,0,0,0
263810,0,0,0,0,0
263299,263299,263298,263313,263786,263906
263828,263828,263829,263830,263234,263312
263829,263829,263828,263547,263278,263787
263830,263830,263828,263713,263190,263829
263831,263831,263906,263828,263753,263312
263312,263312,263313,263770,263828,263866
263313,263313,263312,263828,263786,263771
263832,263833,263832,263214,263371,263378
263833,263833,263190,263277,263832,263274
263834,263392,263393,263757,263223,263807
263835,263835,263831,263786,263787,263313
263332,263332,263508,263412,263509,263378
263334,263334,263343,263368,263340,263807
263335,263334,263335,263332,263196,263190
263330,263198,263197,263190,263829,263191
263331,263312,263331,263313,263330,263831
263340,263340,263341,263805,263894,263221
263341,263341,263340,263508,263191,263190
263342,263342,263343,263335,263238,263506
263343,263342,263192,263196,263191,263885
263862,263862,263370,263371,263867,263530
263863,263863,263862,263371,263370,263738
263868,263868,263869,263786,263787,263974
263869,263748,263829,263862,263312,263235
263866,263866,263867,263786,263974,263370
263867,263862,263371,263370,263313,263530
