263189,263190,263223,263884,263738,263191
263190,263190,263189,263883,263884,263882
263191,263191,263192,263786,263738,263371
263196,263196,263195,263880,263974,263191
263197,263197,263195,263190,263365,263294
263198,263198,263807,263967,263806,263508
263199,0,0,0,0,0
263192,263192,263191,263786,263787,263963
263193,263193,263194,263235,263770,263312
263194,263787,263312,263746,263879,263887
263195,263195,263196,263330,263754,263973
263204,263205,263206,263204,263787,263973
263205,263191,263971,263878,263364,263879
263206,263234,263212,263896,263897,263829
263207,263312,263313,263773,263787,263828
263712,263300,263974,263234,263235,263788
263200,263189,263980,263190,263786,263214
263201,263220,263371,263222,263203,263189
263713,263828,263191,263190,263300,263831
263202,263974,263202,263973,263898,263899
263203,263203,263202,263787,263190,263884
263212,263773,263787,263904,263881,263880
263213,263213,263212,263772,263234,263366
263214,263214,263189,263371,263894,263739
263215,263371,263189,263880,263366,263234
263208,263208,263235,263213,263204,263830
263209,263202,263206,263772,263770,263212
263210,263531,263196,263879,263371,263211
263211,263887,263210,263828,263298,263886
263220,263220,263222,263221,263389,263371
263221,263220,263223,263828,263298,263190
263222,263189,263190,263883,263884,263882
263223,263223,263222,263789,263786,263914
263216,263219,263973,263712,263234,263884
263217,263787,263217,263786,263388,263898
263218,263591,263778,263234,263786,263787
263219,263218,263219,263787,263217,263370
263229,263229,263828,263829,263219,263830
263738,263738,263370,263880,263878,263365
263739,263739,263370,263191,263880,263222
263748,263312,263234,263370,263313,263786
263749,263787,263312,263313,263868,263191
263238,263238,263368,263239,263334,263613
263750,263751,263750,263898,263752,263899
263239,263368,263238,263334,263239,263830
263751,263750,263195,263751,263234,263196
263234,263234,263771,263749,263750,263195
263746,263746,263312,263313,263770,263235
263235,263235,263773,263234,263887,263770
263747,0,0,0,0,0
263756,263246,263270,263806,263894,263191
263244,263963,263198,263751,263750,263247
263757,263757,263210,263192,263973,263391
263246,263247,263393,263885,263880,263884
263247,263246,263247,263191,263830,263831
263752,263980,263828,263751,263333,263192
263753,263753,263750,263899,263898,263907
263754,263807,263915,263755,263222,263392
263755,263235,263234,263211,263547,263771
263772,263805,263738,263897,263896,263674
263773,263773,263234,263772,263206,263787
263774,263300,263774,263775,263829,263189
263775,263775,263773,263190,263830,263191
263768,263768,263769,263787,263192,263584
263769,263769,263768,263771,263770,263786
263770,263770,263193,263771,263867,263866
263771,263771,263312,263193,263887,263313
263780,263780,263390,263914,263392,263778
263268,263268,263189,263830,263190,263312
263269,263828,263547,263773,263757,263756
263781,263781,263190,263291,263392,263390
263270,263270,263271,263787,263788,263292
263271,263756,263881,263271,263393,263392
263776,263223,263222,263778,263370,263902
263777,0,0,0,0,0
263778,263391,263878,263366,263367,263879
263779,263778,263828,263829,263191,263831
263276,263883,263371,263370,263772,263190
263788,263788,263299,263364,263388,263786
263277,263276,263277,263189,263828,263829
263789,263789,263906,263787,263371,263370
263278,263193,263198,263967,263885,263235
263790,263791,263222,263778,263300,263223
263791,263791,263388,263831,263914,263219
263279,0,0,0,0,0
263272,263272,263273,263831,263829,263191
263784,263784,263786,263866,263713,263393
263273,263273,263898,263218,263886,263884
