1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,10,4,9,6,7,8,18,20,11,12,14,15,16,17,34,19,38,21,22,23,24,25,26,27,28,29,30,31,32,33,3,35,36,37,5,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,64,64
3,51,47,50,43,46,59,52,3,4,44,35,42,48,49,55,58,10,60,21,22,23,24,25,2,27,28,29,30,31,32,33,5,7,36,37,9,39,40,41,6,14,8,45,18,20,11,12,26,15,16,53,54,17,56,57,34,19,38,61,62,63,64,64,64
4,50,19,4,51,42,49,27,18,58,59,45,12,28,57,20,43,36,38,21,22,23,46,25,2,52,54,29,30,31,32,33,3,35,7,37,5,39,40,41,6,14,44,8,9,47,48,10,11,24,26,53,15,55,56,16,17,34,60,61,62,63,64,64,64
5,35,20,61,5,36,27,43,34,42,53,12,28,29,60,19,45,6,37,44,4,23,46,25,26,52,54,56,30,31,32,33,9,11,7,8,18,39,40,41,10,22,24,14,15,47,48,49,50,51,16,17,2,55,3,57,58,59,38,21,62,63,64,64,64
6,6,3,4,5,11,7,8,9,10,22,12,14,15,16,17,18,19,20,21,42,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,2,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,64,64
7,7,9,15,17,14,26,8,18,10,11,12,27,28,16,32,34,19,20,21,22,23,24,25,50,52,54,29,30,31,62,33,2,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,51,4,53,5,55,56,57,58,59,60,61,6,63,64,64,64
8,42,43,34,55,50,41,35,33,8,58,44,14,15,30,17,18,19,20,21,22,23,24,25,26,27,28,29,59,31,32,64,2,3,36,37,38,39,40,4,5,6,7,45,46,47,48,49,16,51,52,53,54,9,56,57,10,11,60,61,62,63,12,12,12
9,7,9,15,17,14,26,8,18,10,11,12,27,28,16,32,34,19,20,21,22,23,24,25,50,52,54,29,30,31,62,33,2,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,51,4,53,5,55,56,57,58,59,60,61,6,63,64,64,64
10,45,37,10,44,53,36,29,46,28,52,9,38,22,23,35,18,11,26,60,17,3,24,25,50,27,54,56,30,31,62,33,4,5,6,7,8,19,40,41,20,42,12,14,15,47,48,49,16,51,32,34,2,55,39,57,58,59,21,61,43,63,64,64,64
11,57,26,11,39,27,49,10,34,38,58,50,40,35,12,30,17,19,2,21,42,23,46,25,51,52,28,29,59,31,62,33,3,4,36,37,5,6,7,41,8,43,44,45,9,47,48,20,22,24,14,53,54,55,56,15,16,32,60,61,18,63,64,64,64
12,36,12,35,44,37,28,45,4,20,34,59,26,15,16,17,18,19,38,21,22,23,46,25,50,27,54,29,30,31,32,33,2,3,7,5,6,39,40,41,42,43,14,8,9,47,48,49,10,51,52,53,11,55,56,57,58,24,60,61,62,63,64,64,64
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,46,48,14,45,47,38,56,37,21,53,15,22,28,16,17,18,19,20,40,42,23,24,25,50,27,54,29,30,31,32,33,34,35,36,2,3,39,4,41,5,43,44,6,7,8,9,49,10,51,52,11,12,55,26,57,58,59,60,61,62,63,64,64,64
15,15,25,23,14,26,33,22,37,28,60,7,50,29,16,17,18,19,20,21,42,44,24,48,51,52,54,56,30,31,32,64,34,35,36,2,38,39,40,41,3,43,4,45,46,47,5,49,6,27,8,53,9,55,10,57,58,59,11,61,62,63,12,12,12
16,56,48,16,5,6,7,8,9,10,11,12,14,15,30,17,18,19,20,21,22,23,24,25,26,27,28,29,58,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,2,49,50,51,52,53,54,55,3,57,4,59,60,61,62,63,64,64,64
17,34,17,35,25,42,33,26,27,36,50,12,14,15,16,32,18,19,20,21,22,23,24,48,51,52,28,29,30,31,62,64,2,3,4,37,38,39,40,41,5,43,44,45,46,47,6,49,7,8,9,53,54,55,56,57,58,59,60,61,10,63,11,11,11
18,18,10,27,25,26,21,8,9,20,11,12,14,15,16,17,34,19,38,40,22,23,24,48,50,52,28,29,30,31,32,33,2,35,36,37,3,39,4,41,42,43,44,45,46,47,5,49,6,51,7,53,54,55,56,57,58,59,60,61,62,63,64,64,64
19,50,19,4,51,42,49,27,18,58,59,45,12,28,57,20,43,36,38,21,22,23,46,25,2,52,54,29,30,31,32,33,3,35,7,37,5,39,40,41,6,14,44,8,9,47,48,10,11,24,26,53,15,55,56,16,17,34,60,61,62,63,64,64,64
20,35,20,61,5,36,27,43,34,42,53,12,28,29,60,19,45,6,37,44,4,23,46,25,26,52,54,56,30,31,32,33,9,11,7,8,18,39,40,41,10,22,24,14,15,47,48,49,50,51,16,17,2,55,3,57,58,59,38,21,62,63,64,64,64
21,58,21,59,50,20,29,26,28,35,49,5,14,15,16,17,34,19,38,40,22,23,24,25,51,27,54,56,30,31,32,33,2,3,36,37,4,39,9,41,42,43,44,45,46,47,48,6,7,8,52,53,18,55,10,57,11,12,60,61,62,63,64,64,64
22,22,24,15,14,10,30,21,9,20,11,12,26,28,16,17,18,19,38,40,42,23,46,25,50,27,54,29,58,31,32,33,34,35,36,37,2,39,3,41,4,43,44,45,5,47,48,49,6,51,52,53,7,55,56,57,8,59,60,61,62,63,64,64,64
23,15,25,23,14,26,33,22,37,28,60,7,50,29,16,17,18,19,20,21,42,44,24,48,51,52,54,56,30,31,32,64,34,35,36,2,38,39,40,41,3,43,4,45,46,47,5,49,6,27,8,53,9,55,10,57,58,59,11,61,62,63,12,12,12
24,22,24,15,14,10,30,21,9,20,11,12,26,28,16,17,18,19,38,40,42,23,46,25,50,27,54,29,58,31,32,33,34,35,36,37,2,39,3,41,4,43,44,45,5,47,48,49,6,51,52,53,7,55,56,57,8,59,60,61,62,63,64,64,64
